name,frequency,place_type,place_category
Danger du Perduto,1,reef,underwater elevation
Danou,1,rock,elevation
Dantxarinea,1,populated place,populated place
Dautre,1,river,stream
Dent d’Arcluse,1,mountain,elevation
Désaignes,1,populated place,populated place
Devise,1,populated place,populated place
Didelingerbaach,1,river,stream
Diefmatten,1,populated place,populated place
Dien,1,river,stream
Dienville,1,populated place,populated place
Digeanne,1,river,stream
Digue de Valeyrac,1,bar,underwater elevation
Dinan,1,river,stream
Doby,1,river,stream
Dolent,1,mountain,elevation
Dôme de l’Arpont,1,peak,elevation
Dôme des Nants,1,peak,elevation
Dôme du Goûter,1,glacier,glacier
Doméliers,1,populated place,populated place
Domèvre,5,populated place,populated place
Doncourt,4,populated place,populated place
Donville-les-Bains,1,populated place,populated place
Donzy,5,populated place,populated place
Dormans,1,populated place,populated place
Dormoise,1,river,stream
Doua,1,river,stream
Doue,1,river,stream
Doujine,1,river,stream
Dourbie,1,river,stream
Douve,1,river,stream
Douzy,1,populated place,populated place
Drobie,1,river,stream
Drouette,1,river,stream
Drouzou,1,river,stream
Dullin,1,populated place,populated place
Durbion,1,river,stream
Durgeon,1,river,stream
E Calanche,1,pass,depression
Eaulne,1,river,stream
Écommoy,1,populated place,populated place
Écrins,1,mountain,elevation
Écueil de Sperduto,1,reef,underwater elevation
Écueil du Prêtre,1,reef,underwater elevation
Edouard de Cougy,1,rock,elevation
El Somport,1,pass,depression
Élan,1,populated place,populated place
Elbron,1,river,stream
Élorn,1,river,stream
En Tal,1,beach,shoreline
Enes Vennan,1,island,island
Ennetières-en-Weppes,2,populated place,populated place
Envaud,1,populated place,populated place
Épinet,1,populated place,populated place
Epping,1,populated place,populated place
Épreville-en-Roumois,1,populated place,populated place
Er Houlumer,1,rock,elevation
Er Pondeu,1,rocks,elevation
Éramecourt,1,populated place,populated place
Erieux,1,river,stream
Erréka Idorra,1,river,stream
Esches,1,river,stream
Escoutay,1,river,stream
Espaco,1,populated place,populated place
Esquerdes de Routja,1,ridge,elevated area
Essonnes,1,populated place,populated place
Estany de les Abelletes,1,lake,basin
Étaimpuis,1,populated place,populated place
Étalondes,1,populated place,populated place
Étang d’Aigremont,1,lake,basin
Étang d’Archambault,1,lake,basin
Étang d’Armainvilliers,1,lake,basin
Étang d’Aureillan,1,lagoon,basin
Étang Dard,1,pond,basin
Étang de Bages et de Sigean,1,lagoon,basin
Étang de Balistra,1,lagoon,basin
Étang de Biévre,1,lake,basin
Étang de Bourdigou,1,lagoon,basin
Étang de Boussons,1,lake,basin
Étang de Focci,1,lagoon,basin
Étang de Frasne,1,lake,basin
Étang de Gabrian,1,lake,basin
Étang de Gole,1,lake,basin
Étang de Grand Palus,1,marsh,marsh
Étang de la Folie,1,lake,basin
Étang de la Gabrière,1,lake,basin
Étang de la Roque,1,lagoon,basin
Étang de Launay,1,pond,basin
Étang de Marcenay,1,lake,basin
Étang de Palo,1,lagoon,basin
Étang de Peisse,1,marsh,marsh
Étang de Pen-ar-Poul,1,lake,basin
Etang de Prailles,1,pond,basin
Étang de Princey,1,lake,basin
Étang de Réchicourt,1,lake,basin
Étang de Saint-Aubin,1,lake,basin
Étang de Saint-Hubert,1,lake,basin
Étang de Saint-Nazaire,1,lagoon,basin
Étang de Soustons,1,lagoon,basin
Étang de Tabouret,1,lake,basin
Étang de Tyx,1,lake,basin
Étang de Vavril,1,lake,basin
Étang des Bénismes,1,lake,basin
Étang des Blondeaux,1,lake,basin
Étang des Grandes Chaumes,1,pond,basin
Étang des Iscles,1,lake,basin
Étang des Planches,1,lake,basin
Étang Desséché du Pourra,1,marsh,marsh
Étang du Bas,1,lake,basin
Étang du Blanc,1,pond,basin
Étang du Doul,1,pond,basin
Étang du Fangassier,1,lagoon,basin
Étang du Fourneau,1,pond,basin
Étang du Haut Plain,1,pond,basin
Étang du Moulin,1,pond,basin
Étang du Pondy,1,lake,basin
Étang du Prévôt,1,lake,basin
Étang Machau,1,pond,basin
Étang Montiacre,1,lake,basin
Étang Romé,1,lake,basin
Étang Sainte-Anne,1,lagoon,basin
Ével,1,river,stream
Évosges,1,populated place,populated place
Eyerhalde,1,populated place,populated place
Fabrezan,1,populated place,populated place
Fain,2,populated place,populated place
Fanjeaux,1,populated place,populated place
Fao,1,river,stream
Faremoutiers,1,populated place,populated place
Farges-Allichamps,1,populated place,populated place
Fatigons,1,populated place,populated place
Fave,1,river,stream
Faye-la-Vineuse,1,populated place,populated place
Fayet-le-Château,1,populated place,populated place
"Fécon, Pas de",1,pass,depression
Féricy,1,populated place,populated place
Ferlaggia,1,populated place,populated place
Ferrals-les-Corbières,1,populated place,populated place
Feuguerolles,3,populated place,populated place
Feunteun-vélen,1,populated place,populated place
Fey-en-Haye,1,populated place,populated place
Feydel,1,populated place,populated place
Fiume San Luigi,1,river,stream
Flaharn,1,rock,elevation
Flanville,1,populated place,populated place
Flers-sur-Noye,1,populated place,populated place
Fleurie,1,populated place,populated place
Foce di Verde,1,pass,depression
Foce di Vergio,1,populated place,populated place
"Folière, Col de la",1,pass,depression
Fontaine-Couverte,1,populated place,populated place
Fontenermont,1,populated place,populated place
Fontenille,6,populated place,populated place
Forc’hog,1,rock,elevation
Forest des Baniols,1,populated place,populated place
Forges-la-Forêt,1,populated place,populated place
Fotreux,1,populated place,populated place
Foucherolles,2,populated place,populated place
Fougayrolles,1,populated place,populated place
"Fourches, Col des",1,pass,depression
Foville,1,populated place,populated place
Francaltroff,1,populated place,populated place
Franken,1,populated place,populated place
Fresnoy-en-Gohelle,1,populated place,populated place
Fressine,1,populated place,populated place
Frolois,1,populated place,populated place
Gache,1,river,stream
Gagnières,1,populated place,populated place
Galeries des Gorges,1,gorge,depression
Garancières,3,populated place,populated place
Garanou,1,populated place,populated place
Gardegan-et-Tourtirac,1,populated place,populated place
Garenne,1,river,stream
Garoulet,1,populated place,populated place
Gave d’Ossoue,1,river,stream
Gave de Pau Rivière,1,river,stream
Gavignaninco,1,river,stream
Gèdre,1,populated place,populated place
Geffosses,1,populated place,populated place
Gentioux,1,populated place,populated place
Germ,1,populated place,populated place
Geule,1,river,stream
Ghilloni,1,populated place,populated place
Giessen,1,river,stream
"Gigante, Colle del",1,pass,depression
