CUSTOMER NAME,COUNTRY OF RISK,GICS_NAME_P
GROUP TOLEDO,RU,INDUSTRIALS
KOMBIS OOO,RU,CONSUMER STAPLES
K2 s.r.o.,CZ,INDUSTRIALS
ROMBEER CRINGASU SRL,RO,INDUSTRIALS
Group Schwarz,DE,CONSUMER STAPLES
CINEPLEXX BH DOO,BA,COMMUNICATIONS
Neudörfler Office Systems GmbH,AT,INDUSTRIALS
GROUP POLSOL,HU,UTILITIES
GROUP DENTRO,RU,INDUSTRIALS
Novem Car Interior Design,DE,CONSUMER DISCRETIONARY
CASA DI MODA STKR JAGODINA,RS,CONSUMER STAPLES
Bergbahnen Nassfeld Pramollo AG,AT,CONSUMER DISCRETIONARY
Hermes Fulfilment sp. z o.o.,PL,INDUSTRIALS
Dolavon Holding Zrt.,HU,INDUSTRIALS
Dachs Fleischveredelung GmbH,AT,CONSUMER STAPLES
DOO MILENIJUM ZAJECAR,RS,CONSUMER DISCRETIONARY
SCAN PROJEKT D.O.O.,HR,INDUSTRIALS
SPIN COMPANY DOO KRAGUJEVAC,RS,INDUSTRIALS
SIGMA OOO,RU,CONSUMER STAPLES
BEST Institut für berufsbezogene We,AT,CONSUMER DISCRETIONARY
Kronospan Rivne Limited liability c,UA,MATERIALS
Franz Gramiller & Sohn Ges.mbH,AT,INDUSTRIALS
CORTEVA AGRISCIENCE SRB D.O.O.,RS,CONSUMER STAPLES
HS Baukop doo Gracanica,BA,INDUSTRIALS
CRYSTAL NAILS Kereskedelmi és szolg,HU,CONSUMER STAPLES
ENGY SOLUTIONS DOO,RS,COMMUNICATIONS
HALDER D.O.O.,RS,INDUSTRIALS
GROUP DEROM DENTAL INTERNATIONAL,RO,HEALTH CARE
Samusskiy SSRZ Ltd,RU,INDUSTRIALS
Subgroup Financial & Investment ,UA,CONSUMER DISCRETIONARY
CLA Milk Korlátolt Felelõsségû Társ,HU,CONSUMER STAPLES
HAIR SERVIS GROUP S R O,CZ,CONSUMER STAPLES
SVOBODA PRESS S R O,CZ,INDUSTRIALS
PST CLC Mitsui-Soko a.s.,CZ,INDUSTRIALS
XXXLutz KG,AT,CONSUMER DISCRETIONARY
"SV U Sedlce 844, Stary Plzenec",CZ,REAL ESTATE
Global Steel AG,CH,INDUSTRIALS
"F AIR, spol. s r.o.",CZ,CONSUMER DISCRETIONARY
MUREXIN GmbH,AT,INDUSTRIALS
OOO KARAT,RU,CONSUMER STAPLES
"SVJ Brezinova 1038/3, Ostrava",CZ,REAL ESTATE
LLC BIOCHEM-PROM,UA,MATERIALS
LOGISTA D. O. O.,HR,CONSUMER DISCRETIONARY
Recymet Industries Kereskedelmi és,HU,INDUSTRIALS
FLEISCHERVERBAND eGen,AT,CONSUMER STAPLES
SUBGROUP ROD SVET ROVNATEK CONSOLID,CZ,HEALTH CARE
Csányi Pincészet Zrt.,HU,CONSUMER STAPLES
Rudolf Schmidhofer GmbH,AT,INDUSTRIALS
"Fabianova Hana, Ing.",SK,INFORMATION TECHNOLOGY
CARLSBERG BH DOO SARAJEVO,BA,CONSUMER STAPLES
NOANE TRANSPORT SRL,RO,CONSUMER DISCRETIONARY
Diedamskopf Alpin Tourismus GmbH &,AT,CONSUMER DISCRETIONARY
POULTRY BRASOV SRL,RO,CONSUMER STAPLES
EVPU a.s.,SK,INDUSTRIALS
ILEC BL GROUP LLC,RU,INDUSTRIALS
EXPERT CONNECTION SRL,RO,COMMUNICATIONS
Group NEO Energy,GB,ENERGY
GROUP Impuls,UA,CONSUMER STAPLES
KONCAR - SISTEMSKE INTEGRACIJE D.O.,HR,INFORMATION TECHNOLOGY
SYNLAB Corporate Assistance,DE,HEALTH CARE
Holic Jan,SK,INDUSTRIALS
PFX S R O,CZ,COMMUNICATIONS
VEBA-CAR Autóalkatrész Kereskedelmi,HU,NOT RELEVANT
DRUMURI SI PODURI SA,RO,INDUSTRIALS
BSH TECHNIK CZ S.R.O. V LIKVIDACI,CZ,CONSUMER DISCRETIONARY
TYRES GROUP ALBANIA SHPK,AL,CONSUMER STAPLES
TAREST PRODUZIONE SRL,RO,NOT RELEVANT
Nyári László,HU,NOT RELEVANT
CARL REH WINERY SRL,RO,NOT RELEVANT
"SILVACO, A.S. V LIKVIDACI",CZ,NOT RELEVANT
Béta Real Estate Ingatlanhasznosító,HU,NOT RELEVANT
GROUP Aerosvit,UA,NOT RELEVANT
MESKAL D.O.O.,HR,NOT RELEVANT
OBITELJSKI DOM ZA DJECU BEZ ODGOVAR,HR,NOT RELEVANT
PAKOM INTERNET DOO NIS,RS,NOT RELEVANT
IZOL OOO,RU,FINANCIALS
Sárberki ltp. 215,HU,FINANCIALS
KISDUNA LAKÁSFENNTARTÓ SZÖVETKEZET,HU,FINANCIALS
TD LKP OOO,RU,MATERIALS
SCCC OOO,RU,CONSUMER DISCRETIONARY
POSTA ATLASSIB CURIER RAPID SRL,RO,INDUSTRIALS
AST Baugesellschaft mbH,AT,INDUSTRIALS
PT KARYA PERDANA UTAMA,ID,CONSUMER DISCRETIONARY
ANCOMM DOO TUZLA,BA,CONSUMER STAPLES
BIRYUZA OOO,RU,CONSUMER STAPLES
GROUP ZEMLYAKOFF,RU,MATERIALS
SBD Rybnicky,CZ,REAL ESTATE
CRISTIAN A SANDU,RO,NOT RELEVANT
PETROMASHSERVICE OOO,RU,CONSUMER DISCRETIONARY
SUBGROUP ABC+PSC,RO,REAL ESTATE
TIRANA INTERNATIONAL SCHOOL,AL,CONSUMER DISCRETIONARY
Tarabrin Vitalii Yevhenovych,UA,CONSUMER STAPLES
SUBGROUP SUPERNIUS VET CONSOLIDATED,CZ,HEALTH CARE
Kuhn Kft.,HU,NOT RELEVANT
TÁRSASHÁZ BALASSAGYARMAT MADÁCH LIG,HU,FINANCIALS
LIMOROM SRL,RO,MATERIALS
MONTE D. O. O.,HR,NOT RELEVANT
"Jurik Jan, Ing.",SK,NOT RELEVANT
NK NEFTISA OAO,RU,ENERGY
VANA PETR,CZ,NOT RELEVANT
KANTOROV EVGENII EDUARDOVICH (IP),RU,CONSUMER DISCRETIONARY
PROF MEDIA,RU,CONSUMER DISCRETIONARY
BRITISH COUNCIL BOSNIA AND HERZEGOV,GB,NOT RELEVANT
"Aqist, a. s.",SK,INFORMATION TECHNOLOGY
PIPE TRANSPORT COMPANY OOO,RU,INDUSTRIALS
PJSC PIK SHB,RU,NOT RELEVANT
HELEA D.O.O.,HR,NOT RELEVANT
OOO GEKSA LOGISTIK,RU,NOT RELEVANT
SIBNEFTEKHIMTREID OOO,RU,ENERGY
URALKRAN OOO,RU,INDUSTRIALS
"Doprastav OZ, a.s.",PL,INDUSTRIALS
ILIR,AL,ENERGY
BUMFA GROUP OOO,RU,CONSUMER STAPLES
"GALLAGHER RE, A.S.",CZ,FINANCIALS
MASTER CHEM OIL LIMITED,MT,ENERGY
SMNVO IM M.V.FRUNZE,UA,INDUSTRIALS
RER Galbinasi,RO,INDUSTRIALS
BERTA PLIUS,UA,CONSUMER STAPLES
CSEMEGE INGATLANBEFEKTETÉSI III. KF,HU,REAL ESTATE
PROMTEKHNOEYKO-SERVIS OBSHCHESTVO,RU,INDUSTRIALS
DETVIANSKA spol. s r.o.,SK,INDUSTRIALS
SC WATERHOUSE SRL,RO,NOT RELEVANT
BARTOL D.O.O.,HR,MATERIALS
"COMPEL RAIL, a.s.",SK,INDUSTRIALS
TOV INTERNATSIONALIST,UA,INDUSTRIALS
Baróti Tibor,HU,NOT RELEVANT
SIGOR LLC,RU,HEALTH CARE
Pasta-Fresca-Italiana Tészta és Éde,HU,NOT RELEVANT
PRAZSKE SLUZBY A S,CZ,NOT RELEVANT
KELEX s.r.o.,SK,INDUSTRIALS
Messer Medical Home Care,SK,MATERIALS
METALNO DD ZENICA,BA,INDUSTRIALS
EUROLAT SHPK,AL,CONSUMER STAPLES
Teleki Tamás Tibor,HU,NOT RELEVANT
GROUP Ksm,UA,INDUSTRIALS
MERCOR S.A.,PL,INDUSTRIALS
"DSC, a.s.",SK,INDUSTRIALS
ARG D.O.O.,HR,NOT RELEVANT
AUTOAGENT KERESKEDELMI ÉS SZOLGÁLTA,HU,INDUSTRIALS
TOV OSAVIAKHIM OOO,UA,CONSUMER STAPLES
ZAPORIZKE DP KREMNIIPOLIMER,UA,NOT RELEVANT
UNIO-MÉDIA Kereskedelmi és Szolgált,HU,NOT RELEVANT
Subgroup Colas Rail,FR,INDUSTRIALS
EUROCHEM GLOBAL INVESTMENTS LIMIT,RU,MATERIALS
ALKO-BREYND OOO,RU,CONSUMER STAPLES
GROUP OMEGA TRUCK,RU,INDUSTRIALS
"TOV ""Vodaland Ukraine""",UA,INDUSTRIALS
"AP MEDIA, s.r.o.",SK,CONSUMER DISCRETIONARY
HADZIC GRADNJA DOO SARAJEVO,BA,INDUSTRIALS
MDM-LAIT,RU,INDUSTRIALS
AKADEMIJA LIKOVNIH UMJETNOSTI,BA,CONSUMER DISCRETIONARY
EURO GARNI HOTEL,RS,REAL ESTATE
INTERPROM OOO,RU,CONSUMER DISCRETIONARY
SIKA D.O.O.,HR,INDUSTRIALS
eBay Classifieds Holding BV,DE,CONSUMER DISCRETIONARY
GROUP Bielava L.I.,UA,CONSUMER STAPLES
"SMZ - Sluzby, a.s. Jelsava",SK,MATERIALS
"PP ""Mkl Avin Ukraina""",UA,HEALTH CARE
H-BOWLING Vagyonkezelõ Kft.,HU,FINANCIALS
ROSTMASTER OOO,RU,CONSUMER DISCRETIONARY
"TOV ""Kholdynh-Invest""",UA,CONSUMER DISCRETIONARY
GROUP Trida,UA,CONSUMER DISCRETIONARY
LLC Borjomi Finance,RU,FINANCIALS
PrimoInvest Korlátolt Felelõsségû T,HU,INDUSTRIALS
creatrade Handels AG,CH,CONSUMER DISCRETIONARY
ORGTEKHSTROY OOO,RU,NOT RELEVANT
KHARTSYZSKYI TRUBNYI ZAVOD,UA,NOT RELEVANT
JSC TIKO-PLASTIC,RU,NOT RELEVANT
HARANTIIA-TREID,UA,NOT RELEVANT
AFALINA,UA,NOT RELEVANT
S.E.F.T. TRAFIK Kereskedelmi és Szo,HU,NOT RELEVANT
Társasház Attila út 47,HU,FINANCIALS
DP 'Doslidne hospodarstvo Nyva',UA,CONSUMER STAPLES
Gödöllõ Egyetem tér 11. Társasház,HU,FINANCIALS
"CZ EIKA, S.R.O., V LIKVIDACI",CZ,NOT RELEVANT
DP 'AHROFIRMA YaN',UA,NOT RELEVANT
HYDRO FLEX ZBA S R O,CZ,INDUSTRIALS
BINGO DOO TUZLA PJ MJENJACNICA UGLJ,BA,CONSUMER STAPLES
SAVSERVIS-KARPATY DP,UA,CONSUMER STAPLES
SLOVDRINK spol. s r.o.,SK,NOT RELEVANT
DENIDA PZU APOTEKA SARAJEVO,BA,CONSUMER STAPLES
METALKA TRADE DOO SARAJEVO,BA,INDUSTRIALS
Sfera Saniter Kereskedelmi és Szolg,HU,NOT RELEVANT
TROMONT D.O.O.,HR,INDUSTRIALS
OOO TORGOVYI DOM GORIZONT,RU,CONSUMER DISCRETIONARY
MARKET INVEST CZ S R O,CZ,CONSUMER STAPLES
OOO IRBIS KAPITAL,RU,INDUSTRIALS
OOO EK BEZMENOVSKI,RU,CONSUMER STAPLES
Gérce Jobbikszer Kft.,HU,NOT RELEVANT
OST-REALITI OOO,RU,INDUSTRIALS
KULTURNYI TSENTR ELEKTRONIKA OOO,RU,CONSUMER STAPLES
Metsä Wood Hungary Faipari és Keres,HU,MATERIALS
LUFIN CONSTRUCT SRL,RO,INDUSTRIALS
MPL Krytstav s.r.o.,SK,CONSUMER DISCRETIONARY
GROUP WEGER,HU,INDUSTRIALS
ALUTERN S.R.O.,CZ,MATERIALS
Sió Top-Ker Kft.,HU,CONSUMER STAPLES
BIOPLIN-MAKS D.O.O.,HR,UTILITIES
VELYKOBURLUTS'KYI SYROROBNYI ZAVOD,UA,CONSUMER STAPLES
"REAKTORTEST, s.r.o.",SK,INDUSTRIALS
SVJ Branislavova 1420 Beroun,CZ,REAL ESTATE
BRAMET.RO SRL,RO,NOT RELEVANT
AO TYUMEN'TEL,RU,INDUSTRIALS
Subgroup RTL,LU,NOT RELEVANT
SEMENARNACOOP DOO PETROVARADIN,RS,CONSUMER STAPLES
VERDISPAR INTERNATIONAL  D.O.O.,HR,INDUSTRIALS
APAVITAL SA,RO,UTILITIES
Group Pivoda Tomas,CZ,MATERIALS
Tilmar Hansen s.r.o.,CZ,NOT RELEVANT
SKATT OOO,RU,CONSUMER DISCRETIONARY
CRYSTAL SHPK,AL,CONSUMER STAPLES
MGN IMPEX SRL,RO,CONSUMER STAPLES
REMAT GORJ SA,RO,MATERIALS
PETRE M MILUT,RO,NOT RELEVANT
SC DENTALTOP SRL,RO,HEALTH CARE
Szabadság út 7-9. Társasház,HU,FINANCIALS
KAREL'SKAYA INVESTITSIONNAYA KOMP,RU,FINANCIALS
JSC OFS RUS FOCC,RU,INDUSTRIALS
Harasztosi Gabona Kereskedelmi és B,HU,NOT RELEVANT
"TOV ""Motordetal-konotop""",UA,CONSUMER DISCRETIONARY
Oroszlányi Többcélú Kistérségi Társ,HU,NOT RELEVANT
OOO STK KHOLDING,RU,INDUSTRIALS
MIKRON AGIE CHARMILLES A G,CH,NOT RELEVANT
KAREL DVORAK - DOPRAVA SPOL.S,CZ,NOT RELEVANT
HOLCIM MINERALNI AGREGATI D.O.O.,HR,NOT RELEVANT
"VALEK-KER  Vendéglátóipari, Kereske",HU,NOT RELEVANT
Waldviertler Immobilientreuhand Gmb,AT,NOT RELEVANT
OAO OBORONSNABSBYT,RU,NOT RELEVANT
INETUM,FR,INFORMATION TECHNOLOGY
"VEDOS Kechnec, s. r. o.",SK,MATERIALS
Group Varroc,IN,CONSUMER DISCRETIONARY
FESCO OCEAN MANAGEMENT LIMITED,RU,INDUSTRIALS
ENERGOSTROIPOSTAVKA ZAO,RU,INDUSTRIALS
PKP ARSENAL - L.T.D. OOO,RU,CONSUMER DISCRETIONARY
RALLY B.M. COM SRL,RO,CONSUMER DISCRETIONARY
BELAMIONIX DOO PJ BR 27 BANOVICI,BA,CONSUMER DISCRETIONARY
LTD ABC,RU,INDUSTRIALS
GROUP VKUSVILL,RU,CONSUMER STAPLES
FACILITY SERVICES RUS,RU,INDUSTRIALS
"TOV ""Istern Beveridzh Treiding""",UA,CONSUMER STAPLES
EASTERN SHIPPING SRL,RO,INDUSTRIALS
GROUP TD AVTOMIR,RU,ENERGY
PELETI DOO KUPINOVO,RS,CONSUMER STAPLES
GSK RED TRIANGLE CO.LTD,RU,MATERIALS
sem-a-for NET Kereskedelmi BT,HU,INDUSTRIALS
HIR D.O.O.,HR,NOT RELEVANT
UNIGRAPHICA SRL,RO,NOT RELEVANT
GRIFF INVEST INGATLANFORG. KFT.,HU,NOT RELEVANT
"AW IMMO INGATLANKÖZVETÍTÕ, KERESKED",HU,NOT RELEVANT
E + M PLUS  SPOL. S R.O.,CZ,NOT RELEVANT
OOO SOFTTEKO,BY,INFORMATION TECHNOLOGY
Budapest III. ker. Margit liget u.,HU,REAL ESTATE
Group Avast,CZ,INFORMATION TECHNOLOGY
"P&P Építõipari, Kereskedelmi és Szo",HU,NOT RELEVANT
RUKOTVORINE ISTRA D.O.O.,HR,NOT RELEVANT
ALLKER-2 Kft.,HU,NOT RELEVANT
Pálffy György,HU,NOT RELEVANT
"Hrabovsky Martin, Ing.",SK,NOT RELEVANT
AUTOSLUZBY VODRAZKA S R O,CZ,NOT RELEVANT
PP 'Khortyflora',UA,NOT RELEVANT
SUBGROUP KRAFTTRANS RUS,RU,INDUSTRIALS
H & M HENNES & MAURITZ D.O.O.,HR,CONSUMER DISCRETIONARY
ZAVOD SPETSIALNOI TEKHNIKI AO,RU,INDUSTRIALS
WoodStock Co,RU,CONSUMER DISCRETIONARY
ECO RESORTS D.O.O.,HR,CONSUMER DISCRETIONARY
ROMPETROL GAS SRL,RO,ENERGY
SUNTEL GERMANY GMBH,DE,COMMUNICATIONS
OOO ZUM,RU,MATERIALS
FlightPro Aviation Limited,AT,FINANCIALS
INTER DOO TESANJ,BA,INDUSTRIALS
"LAMET, s.r.o.",SK,INDUSTRIALS
AEROFIRST ZAO,RU,CONSUMER DISCRETIONARY
DUPLEX 91 SRL,RO,FINANCIALS
INDOTEK BEFEKTETÉSI ZRT.,HU,REAL ESTATE
RAMETAL SHPK,AL,MATERIALS
GRUPA UNIVEREXPORT BACKA AD BACKA,RS,CONSUMER STAPLES
Group Klesch,DE,ENERGY
"Euroclean Slovakia, s.r.o.",SK,INDUSTRIALS
everdrop GmbH,DE,CONSUMER STAPLES
GROUP BOVID,RU,INDUSTRIALS
Duna House Franchise Szolgáltató Kf,HU,REAL ESTATE
NUZ KDTS POLIKLINIKA NA POLYANKE,RU,HEALTH CARE
"J.P.V.K. SROS, spol. s r.o.",SK,INDUSTRIALS
Mail.ru Finance LLC,RU,INFORMATION TECHNOLOGY
GROUP Tmi,UA,INDUSTRIALS
NewTech Services LLC,RU,ENERGY
FORTACO SP Z O O,PL,INDUSTRIALS
GROUP KATREN,RU,HEALTH CARE
SLUZBA ZA ZAPOSLJAVANJE KANTONA SAR,BA,NOT RELEVANT
UNIVERZUM EXPORT IMPORT DOO ARANDJE,RS,CONSUMER DISCRETIONARY
Tóvárosi Ln 14-16 Társasház,HU,REAL ESTATE
TECHNOLOGY CENTER S R O,CZ,INDUSTRIALS
COOP Jednota Trencin,SK,CONSUMER STAPLES
LELO Verwaltung GmbH,AT,CONSUMER DISCRETIONARY
GREP Fünf S.a r.l.,DE,REAL ESTATE
GROUP Pikopack,HU,MATERIALS
Fenestella International Kft.,HU,INDUSTRIALS
Health Consult Gesellschaft für Vor,AT,INDUSTRIALS
Maschinenring Service Steiermark eG,AT,CONSUMER DISCRETIONARY
"RATAELA, A.S.",CZ,INDUSTRIALS
SHANGHAI KUAZOT TRADING CO LTD,CN,MATERIALS
PKE Holding AG,AT,INDUSTRIALS
"Asiana Airlines, Inc. - odstepny za",KR,INDUSTRIALS
UNIPLAST SERBIA DOO,RS,INDUSTRIALS
OOO YANDEKS DTS NN,RU,INFORMATION TECHNOLOGY
PODPARDOM,SK,CONSUMER DISCRETIONARY
XVIII. Ker. Lakatos úti I. sz. Laká,HU,REAL ESTATE
AIS Russia LLC,RU,INDUSTRIALS
AGRALL s. r. o.,SK,INDUSTRIALS
KAMENOLOM KARABEGOVAC DOO DOBOJ,BA,MATERIALS
MWCHIM PLANT PROTECT SRL,RO,MATERIALS
BELTIMO a.s.,SK,CONSUMER STAPLES
AUTO KP PLUS OP s.r.o.,CZ,CONSUMER DISCRETIONARY
Triumf professional tools s.r.o.,SK,INDUSTRIALS
Wasserwerksgenossenschaft Pürgg,AT,UTILITIES
Scality SA,FR,INFORMATION TECHNOLOGY
InSport Pro Co,RU,CONSUMER DISCRETIONARY
Fit21 GmbH,AT,CONSUMER DISCRETIONARY
FOP Naumenko Liudmyla Viktorivna,UA,CONSUMER DISCRETIONARY
KOVAN ZR VL KARALIC SAID GRACANICA,BA,INDUSTRIALS
VF SERVICES LLC,RU,INDUSTRIALS
EKO FACILITIES D.O.O. BEOGRAD - U,RS,INDUSTRIALS
SAT SLOVENSKO s.r.o.,SK,INDUSTRIALS
PRODA MONT DOO DOBOJ,BA,INDUSTRIALS
CITY FOOD EURO Kft.,HU,CONSUMER STAPLES
DDGroup Kft.,CY,REAL ESTATE
"AGROBÁL MEZÖGAZDASÁGI, IPARI ÉS KER",HU,CONSUMER STAPLES
Group Shift4 Payments,US,INFORMATION TECHNOLOGY
DOO HERC- MS BUDISAVA,RS,CONSUMER STAPLES
LEO EXPRESS TENDERS S R O,CZ,INDUSTRIALS
PP FIRMA BERSHAD AHROPLIUS,UA,MATERIALS
OOO SZ DAR,RU,REAL ESTATE
"TOV ""Profit Plius Dystrybutsiia""",UA,CONSUMER STAPLES
BIHARSPED Kereskedelmi és Szolgálta,HU,INDUSTRIALS
A.I.I. Technicke sluzby s. r. o.,SK,INDUSTRIALS
LUC SAM SRL,RO,NOT RELEVANT
DIADAR AO,RU,CONSUMER STAPLES
MJES HOLD ERS MP AD TREBINJE ZP RIT,BA,UTILITIES
F3R-Ensi Technológia Gyártó és Szol,HU,INDUSTRIALS
GROUP MC Brothers,RU,HEALTH CARE
"DURAS, s.r.o.",SK,CONSUMER DISCRETIONARY
KOSIT a.s.,SK,INDUSTRIALS
"TOV ""Firma Diamant LTD""",UA,CONSUMER STAPLES
MARMA-CENTER LLC,RU,CONSUMER DISCRETIONARY
"Mór, Dózsa Gy. u. 23. Társasház",HU,REAL ESTATE
DREVONAEXPORT s.r.o.,SK,CONSUMER DISCRETIONARY
"DOMUS BENE - DOM DOBRA, o.z.",SK,NOT RELEVANT
MTK AK BARS,RU,CONSUMER STAPLES
Kiss Zoltán Miksa,HU,NOT RELEVANT
ALBA-EUREKA SHPK,AL,REAL ESTATE
PFEIFER HOLZ S R O,CZ,INDUSTRIALS
Társasház Szent János u. 24,HU,REAL ESTATE
TOYOTA CROATIA D.O.O.,HR,CONSUMER DISCRETIONARY
Helmut Sachers Kaffee GmbH,AT,CONSUMER STAPLES
Promet Steel EAD,BG,MATERIALS
NEFTEGASLEASING LLC,RU,ENERGY
PROFAL INDUSTRY SRL,RO,INDUSTRIALS
Group Hornonitrianske bane,SK,ENERGY
AGRIAND IMPORT-EXPORT SRL,RO,CONSUMER STAPLES
Group Krajicek Tomas,CZ,MATERIALS
FABRICA CZ S R O,CZ,HEALTH CARE
"TOV ""Selena-femeli Rezort""",UA,CONSUMER DISCRETIONARY
NEW ENERGY MANAGEMENT SRL,RO,REAL ESTATE
PA GUARANTEE LLC,RU,INDUSTRIALS
MYOSOTIS SRL,RO,CONSUMER STAPLES
E ON ENERGIE ROMANIA SA,RO,UTILITIES
Felmo GmbH,DE,HEALTH CARE
CITY CAFETERIA SRL,RO,CONSUMER DISCRETIONARY
"BD Ostrava, Sokolovska 1175/10",CZ,REAL ESTATE
ZGALEM K.G SHPK,AL,INDUSTRIALS
FORRÁS ÁRUHÁZ Kereskedelmi és Szolg,HU,CONSUMER STAPLES
LLC TD Zerno Zavolzhya,RU,CONSUMER STAPLES
INTERFEED,RU,CONSUMER STAPLES
YUKMP OOO,RU,CONSUMER STAPLES
AUTOSINCRON SRL,RO,CONSUMER DISCRETIONARY
TOSAF RUS LTD.,RU,MATERIALS
PRO -FAST SHPK,AL,CONSUMER STAPLES
"TOV ""Roshen-Bukovyna""",UA,CONSUMER STAPLES
"TOV ""Aisi Konsulenten""",UA,INDUSTRIALS
SIROVINA BENZ D.O.O.,HR,ENERGY
"Anja, spol. s r.o.",SK,CONSUMER STAPLES
GROUP AK VNZM,RU,INDUSTRIALS
MERKUR CASINO ROMANIA SRL,RO,CONSUMER DISCRETIONARY
"DOO ZA PROIZVODNJU, TRGOVINU I USL",RS,HEALTH CARE
"Kroltex Kft. ""f.a.""",HU,INDUSTRIALS
JSHG Transport s.r.o. ,CZ,INDUSTRIALS
TzOV Radekhivskyi tsukor,UA,CONSUMER STAPLES
HORSE ROMANIA S.A.,RO,CONSUMER DISCRETIONARY
GROUP T-PLATFORMS,RU,INFORMATION TECHNOLOGY
COVERTIA A S,CZ,CONSUMER STAPLES
MPREIS Warenvertriebs GmbH,AT,CONSUMER STAPLES
GROUP EGZAKTA,RS,INDUSTRIALS
Porsche Inter Auto Slovakia,SK,CONSUMER DISCRETIONARY
METRO ISTANBULSANAYI VE TICARET ANO,TR,INDUSTRIALS
VIZA G E C A S L,CZ,CONSUMER DISCRETIONARY
Group Steelinvest Holding,GB,INDUSTRIALS
GREEN DREAM SRL,RO,REAL ESTATE
Group Ultracem,CO,MATERIALS
"BETA-TRANS PLUSZ Kereskedelmi, Szál",HU,INDUSTRIALS
BD Zazvorkova 2004-2006,CZ,REAL ESTATE
"M17 BUSINESS PARK ADAMOV, S.R.O.",CZ,CONSUMER DISCRETIONARY
PRINTEC CROATIA D.O.O.,HR,INFORMATION TECHNOLOGY
GREEN CONSTRUCTION DOO,RS,REAL ESTATE
TECHSERVICE CZ S R O,CZ,INDUSTRIALS
Pek-Snack Vagyonkezelõ Korlátolt Fe,HU,CONSUMER STAPLES
Haberkorn GmbH,AT,INDUSTRIALS
"Euro MAX Slovakia, a.s.",SK,REAL ESTATE
AGROMARK SRL,RO,CONSUMER STAPLES
SWISS KRONO Holding AG,CH,MATERIALS
Group Foxconn,CN,INFORMATION TECHNOLOGY
SPAR Business Services GmbH,AT,INFORMATION TECHNOLOGY
Group CISEG,UZ,INDUSTRIALS
ORF-Beitrags Service GmbH,AT,COMMUNICATIONS
"Monetica, a.s.",CZ,INDUSTRIALS
Rolnicke druzstvo v Pavliciach,SK,CONSUMER STAPLES
TOV Polikom. ,UA,MATERIALS
OOO CHOP AVANGARD,RU,INDUSTRIALS
THERMOSERVIS TRANSPORT S R O,CZ,INDUSTRIALS
Lajoskomáromi Gyõzelem Mezõgazdaság,HU,CONSUMER STAPLES
GROUP Rudi Trans,HU,INDUSTRIALS
GLBuilding Trafik Betéti Társaság,HU,CONSUMER STAPLES
JP ONSA DOO SARAJEVO,BA,REAL ESTATE
STELLA CITY RETAIL OOO,RU,CONSUMER DISCRETIONARY
Quantum,RU,COMMUNICATIONS
OOO YANDEKS PLYUS,RU,INFORMATION TECHNOLOGY
ORIONTRANS,RU,INDUSTRIALS
ALMAZ OOO,RU,MATERIALS
DORTRANS OOO,RU,INDUSTRIALS
GROUP AURO,HR,MATERIALS
CHISHMINSKOE JSC,RU,CONSUMER STAPLES
"TOV ""Oknianskyi Kolos""",UA,CONSUMER STAPLES
KTSSR OOO,RU,HEALTH CARE
Group Aceso,DE,HEALTH CARE
GROUP Ekon Trade,UA,INDUSTRIALS
CATTLEGROW S R O,CZ,CONSUMER STAPLES
365 BTL DOO BANJA LUKA,BA,COMMUNICATIONS
URI UTCAI SZÉKHÁZ SZOLGÁLTATÓ KFT.,HU,NOT RELEVANT
Perfekt Rt.,HU,NOT RELEVANT
DI-VI 96 KERESKEDELMI BT,HU,NOT RELEVANT
GROUP NEFTEKHIM-EKSPERT,RU,MATERIALS
Hertz Autopozicovna s. r. o.,SK,FINANCIALS
HB Reavis Group a. s.,SK,REAL ESTATE
TISZABEZDÉD-GYÕRÖCSKE VÍZGAZD.TÁRS.,HU,NOT RELEVANT
DAIKIN AIRCONDITIONING CENTRAL EURO,CZ,NOT RELEVANT
SUMMAGAS ÁLTALÁNOS KERESKEDELMI ÉS,HU,NOT RELEVANT
SCHLOTE AUTOMOTIVE CZECH S R O,DE,CONSUMER DISCRETIONARY
TERMOMATIK DOO ZENICA,BA,INDUSTRIALS
Digital Camera Graz e.U.,AT,CONSUMER DISCRETIONARY
"SAVE-TECH, spol. s.r.o.",SK,INDUSTRIALS
MENSHEN,RS,MATERIALS
INTERALP D.O.O.,SI,CONSUMER DISCRETIONARY
KUEHNE NAGEL DOO SARAJEVO,BA,INDUSTRIALS
RADKA DOO BEOGRAD,RS,MATERIALS
Group DAW,DE,MATERIALS
Gazprom export LLC,RU,ENERGY
AMBER STUDIOS NETWORK INC,RO,COMMUNICATIONS
GROUP KOMTERM,CZ,UTILITIES
Concordia Közraktár Kereskedelmi Rt,HU,INDUSTRIALS
EPIC Praha s.r.o.,CZ,CONSUMER DISCRETIONARY
SOLIDCORE RESOURCES PLC,KZ,MATERIALS
T-MEDSS SHPK,AL,INDUSTRIALS
Group Bode,DE,INDUSTRIALS
Heidenbauer Stahl und Tragwerk GmbH,AT,INDUSTRIALS
VRTY UA S.R.O.,CZ,INDUSTRIALS
Group Marak Stefan,SK,INDUSTRIALS
Subgroup HS Timber Group GmbH,RO,MATERIALS
STAR SERVICE SA,RO,CONSUMER DISCRETIONARY
